FUND NAME,FINANCIAL TYPE,INSTRUMENT IDENTIFIER,YEAR,MONTH,PRICE BREAK
Belaware,Equities,AOS,2023,8,0.0
Whitestone,Equities,AOS,2023,8,0.0
Gohen,Equities,AOS,2023,8,0.0
Belaware,Equities,AOS,2022,9,0.0
Whitestone,Equities,AOS,2022,9,0.0
Gohen,Equities,AOS,2022,9,0.0
Belaware,Equities,AOS,2022,10,-5.381999999999998
Whitestone,Equities,AOS,2022,10,-5.381999999999998
Gohen,Equities,AOS,2022,10,-5.381999999999998
Belaware,Equities,AOS,2022,11,0.0
Whitestone,Equities,AOS,2022,11,0.0
Gohen,Equities,AOS,2022,11,0.0
Belaware,Equities,AOS,2022,12,0.0
Whitestone,Equities,AOS,2022,12,0.0
Gohen,Equities,AOS,2022,12,0.0
Belaware,Equities,APD,2023,1,0.0
Leeder,Equities,APD,2023,1,0.0
Leeder,Equities,APD,2023,2,0.0
Belaware,Equities,APD,2023,2,0.0
Belaware,Equities,APD,2023,3,0.0
Leeder,Equities,APD,2023,3,0.0
Belaware,Equities,APD,2023,4,0.0
Leeder,Equities,APD,2023,4,0.0
Belaware,Equities,APD,2023,5,0.0
Leeder,Equities,APD,2023,5,0.0
Belaware,Equities,APD,2023,6,0.0
Leeder,Equities,APD,2023,6,0.0
Belaware,Equities,APD,2023,7,0.0
Leeder,Equities,APD,2023,7,0.0
Belaware,Equities,APD,2023,8,0.0
Leeder,Equities,APD,2023,8,0.0
Belaware,Equities,APD,2022,9,0.0
Leeder,Equities,APD,2022,9,0.0
Leeder,Equities,APD,2022,10,-24.607000000000028
Belaware,Equities,APD,2022,10,-24.607000000000028
Belaware,Equities,APD,2022,11,0.0
Leeder,Equities,APD,2022,11,0.0
Leeder,Equities,APD,2022,12,0.0
Belaware,Equities,APD,2022,12,0.0
Catalysm,Equities,APH,2023,1,0.0
Whitestone,Equities,APH,2023,1,0.0
Catalysm,Equities,APH,2023,2,0.0
Whitestone,Equities,APH,2023,2,0.0
Catalysm,Equities,APH,2023,3,0.0
Whitestone,Equities,APH,2023,3,0.0
Catalysm,Equities,APH,2023,4,0.0
Whitestone,Equities,APH,2023,4,0.0
Catalysm,Equities,APH,2023,5,0.0
Whitestone,Equities,APH,2023,5,0.0
Catalysm,Equities,APH,2023,6,0.0
Whitestone,Equities,APH,2023,6,0.0
Catalysm,Equities,APH,2023,7,0.0
Whitestone,Equities,APH,2023,7,0.0
Catalysm,Equities,APH,2023,8,0.0
Whitestone,Equities,APH,2023,8,0.0
Catalysm,Equities,APH,2022,9,0.0
Whitestone,Equities,APH,2022,9,0.0
Catalysm,Equities,APH,2022,10,-7.522000000000006
Whitestone,Equities,APH,2022,10,-7.522000000000006
Catalysm,Equities,APH,2022,11,0.0
Whitestone,Equities,APH,2022,11,0.0
Catalysm,Equities,APH,2022,12,0.0
Whitestone,Equities,APH,2022,12,0.0
Belaware,Equities,APTV,2023,1,0.0
Trustmind,Equities,APTV,2023,1,0.0
Belaware,Equities,APTV,2023,2,0.0
Trustmind,Equities,APTV,2023,2,0.0
Belaware,Equities,APTV,2023,3,0.0
Trustmind,Equities,APTV,2023,3,0.0
Belaware,Equities,APTV,2023,4,0.0
Trustmind,Equities,APTV,2023,4,0.0
Belaware,Equities,APTV,2023,5,0.0
Trustmind,Equities,APTV,2023,5,0.0
Belaware,Equities,APTV,2023,6,0.0
Trustmind,Equities,APTV,2023,6,0.0
Belaware,Equities,APTV,2023,7,0.0
Trustmind,Equities,APTV,2023,7,0.0
Belaware,Equities,APTV,2023,8,0.0
Trustmind,Equities,APTV,2023,8,0.0
Belaware,Equities,APTV,2022,9,0.0
Trustmind,Equities,APTV,2022,9,0.0
Belaware,Equities,APTV,2022,10,-9.107000000000014
Trustmind,Equities,APTV,2022,10,-9.107000000000014
Belaware,Equities,APTV,2022,11,0.0
Trustmind,Equities,APTV,2022,11,0.0
Belaware,Equities,APTV,2022,12,0.0
Trustmind,Equities,APTV,2022,12,0.0
Belaware,Equities,ARE,2023,1,0.0
Applebead,Equities,ARE,2023,1,0.0
Whitestone,Equities,ARE,2023,1,0.0
Belaware,Equities,ARE,2023,2,0.0
Applebead,Equities,ARE,2023,2,0.0
Whitestone,Equities,ARE,2023,2,0.0
Belaware,Equities,ARE,2023,3,0.0
Applebead,Equities,ARE,2023,3,0.0
Whitestone,Equities,ARE,2023,3,0.0
Belaware,Equities,ARE,2023,4,0.0
Applebead,Equities,ARE,2023,4,0.0
Whitestone,Equities,ARE,2023,4,0.0
Belaware,Equities,ARE,2023,5,0.0
Applebead,Equities,ARE,2023,5,0.0
Whitestone,Equities,ARE,2023,5,0.0
Belaware,Equities,ARE,2023,6,0.0
Applebead,Equities,ARE,2023,6,0.0
Whitestone,Equities,ARE,2023,6,0.0
Belaware,Equities,ARE,2023,7,0.0
Applebead,Equities,ARE,2023,7,0.0
Whitestone,Equities,ARE,2023,7,0.0
Belaware,Equities,ARE,2023,8,0.0
Applebead,Equities,ARE,2023,8,0.0
Whitestone,Equities,ARE,2023,8,0.0
Belaware,Equities,ARE,2022,9,0.0
Applebead,Equities,ARE,2022,9,0.0
Whitestone,Equities,ARE,2022,9,0.0
Belaware,Equities,ARE,2022,10,-14.109000000000009
Applebead,Equities,ARE,2022,10,-14.109000000000009
Whitestone,Equities,ARE,2022,10,-14.109000000000009
Belaware,Equities,ARE,2022,11,0.0
Applebead,Equities,ARE,2022,11,0.0
Whitestone,Equities,ARE,2022,11,0.0
Belaware,Equities,ARE,2022,12,0.0
Applebead,Equities,ARE,2022,12,0.0
Whitestone,Equities,ARE,2022,12,0.0
Virtous,Government Bond,AT0000A1K9C8,2023,1,0.0
Virtous,Government Bond,AT0000A1K9C8,2023,2,0.0
Virtous,Government Bond,AT0000A1K9C8,2023,3,0.0
Virtous,Government Bond,AT0000A1K9C8,2023,4,0.0
Virtous,Government Bond,AT0000A1K9C8,2023,5,0.0
Virtous,Government Bond,AT0000A1K9C8,2023,6,0.0
Virtous,Government Bond,AT0000A1K9C8,2023,7,0.0
Virtous,Government Bond,AT0000A1K9C8,2023,8,0.0
Virtous,Government Bond,AT0000A1K9C8,2022,9,0.0
Virtous,Government Bond,AT0000A1K9C8,2022,10,-10.525999999999996
Virtous,Government Bond,AT0000A1K9C8,2022,11,0.0
Virtous,Government Bond,AT0000A1K9C8,2022,12,0.0
Magnum,Equities,ATO,2023,1,0.0
Catalysm,Equities,ATO,2023,1,0.0
Gohen,Equities,ATO,2023,1,0.0
Magnum,Equities,ATO,2023,2,0.0
Catalysm,Equities,ATO,2023,2,0.0
Gohen,Equities,ATO,2023,2,0.0
Magnum,Equities,ATO,2023,3,0.0
Catalysm,Equities,ATO,2023,3,0.0
Gohen,Equities,ATO,2023,3,0.0
Magnum,Equities,ATO,2023,4,0.0
Catalysm,Equities,ATO,2023,4,0.0
Gohen,Equities,ATO,2023,4,0.0
Magnum,Equities,ATO,2023,5,0.0
Catalysm,Equities,ATO,2023,5,0.0
Gohen,Equities,ATO,2023,5,0.0
Magnum,Equities,ATO,2023,6,0.0
Catalysm,Equities,ATO,2023,6,0.0
Gohen,Equities,ATO,2023,6,0.0
Catalysm,Equities,ATO,2023,7,0.0
Magnum,Equities,ATO,2023,7,0.0
Gohen,Equities,ATO,2023,7,0.0
Magnum,Equities,ATO,2023,8,0.0
Catalysm,Equities,ATO,2023,8,0.0
Gohen,Equities,ATO,2023,8,0.0
Magnum,Equities,ATO,2022,9,0.0
Catalysm,Equities,ATO,2022,9,0.0
Gohen,Equities,ATO,2022,9,0.0
Magnum,Equities,ATO,2022,10,-10.388000000000005
Catalysm,Equities,ATO,2022,10,-10.388000000000005
Gohen,Equities,ATO,2022,10,-10.388000000000005
Magnum,Equities,ATO,2022,11,0.0
Catalysm,Equities,ATO,2022,11,0.0
Gohen,Equities,ATO,2022,11,0.0
Magnum,Equities,ATO,2022,12,0.0
Catalysm,Equities,ATO,2022,12,0.0
Gohen,Equities,ATO,2022,12,0.0
Magnum,Equities,ATVI,2023,1,0.0
Whitestone,Equities,ATVI,2023,1,0.0
Magnum,Equities,ATVI,2023,2,0.0
Whitestone,Equities,ATVI,2023,2,0.0
Magnum,Equities,ATVI,2023,3,0.0
Whitestone,Equities,ATVI,2023,3,0.0
Magnum,Equities,ATVI,2023,4,0.0
Whitestone,Equities,ATVI,2023,4,0.0
Magnum,Equities,ATVI,2023,5,0.0
Whitestone,Equities,ATVI,2023,5,0.0
Magnum,Equities,ATVI,2023,6,0.0
Whitestone,Equities,ATVI,2023,6,0.0
Magnum,Equities,ATVI,2023,7,0.0
Whitestone,Equities,ATVI,2023,7,0.0
Magnum,Equities,ATVI,2023,8,0.0
Whitestone,Equities,ATVI,2023,8,0.0
Magnum,Equities,ATVI,2022,9,0.0
Whitestone,Equities,ATVI,2022,9,0.0
Magnum,Equities,ATVI,2022,10,-7.201999999999998
Whitestone,Equities,ATVI,2022,10,-7.201999999999998
Magnum,Equities,ATVI,2022,11,0.0
Whitestone,Equities,ATVI,2022,11,0.0
Magnum,Equities,ATVI,2022,12,0.0
Whitestone,Equities,ATVI,2022,12,0.0
Gohen,Government Bond,AU0000XCLWV6,2023,1,0.0
Gohen,Government Bond,AU0000XCLWV6,2023,2,0.0
Gohen,Government Bond,AU0000XCLWV6,2023,3,0.0
Gohen,Government Bond,AU0000XCLWV6,2023,4,0.0
Gohen,Government Bond,AU0000XCLWV6,2023,5,0.0
Gohen,Government Bond,AU0000XCLWV6,2023,6,0.0
Gohen,Government Bond,AU0000XCLWV6,2023,7,0.0
Gohen,Government Bond,AU0000XCLWV6,2023,8,0.0
Gohen,Government Bond,AU0000XCLWV6,2022,9,0.0
Gohen,Government Bond,AU0000XCLWV6,2022,10,-16.137
Gohen,Government Bond,AU0000XCLWV6,2022,11,0.0
Gohen,Government Bond,AU0000XCLWV6,2022,12,0.0
Gohen,Government Bond,AU000XCLWAF4,2023,1,0.0
Gohen,Government Bond,AU000XCLWAF4,2023,2,0.0
Gohen,Government Bond,AU000XCLWAF4,2023,3,0.0
Gohen,Government Bond,AU000XCLWAF4,2023,4,0.0
Gohen,Government Bond,AU000XCLWAF4,2023,5,0.0
Gohen,Government Bond,AU000XCLWAF4,2023,6,0.0
Gohen,Government Bond,AU000XCLWAF4,2023,7,0.0
Gohen,Government Bond,AU000XCLWAF4,2023,8,0.0
Gohen,Government Bond,AU000XCLWAF4,2022,9,0.0
Gohen,Government Bond,AU000XCLWAF4,2022,10,-15.574999999999989
Gohen,Government Bond,AU000XCLWAF4,2022,11,0.0
Gohen,Government Bond,AU000XCLWAF4,2022,12,0.0
Virtous,Equities,AVB,2023,1,0.0
Virtous,Equities,AVB,2023,2,0.0
Virtous,Equities,AVB,2023,3,0.0
Virtous,Equities,AVB,2023,4,0.0
Virtous,Equities,AVB,2023,5,0.0
Virtous,Equities,AVB,2023,6,0.0
Virtous,Equities,AVB,2023,7,0.0
Virtous,Equities,AVB,2023,8,0.0
Virtous,Equities,AVB,2022,9,0.0
Virtous,Equities,AVB,2022,10,-17.010999999999996
Virtous,Equities,AVB,2022,11,0.0
Virtous,Equities,AVB,2022,12,0.0
Leeder,Equities,AVGO,2023,1,0.0
Wallington,Equities,AVGO,2023,1,0.0
Leeder,Equities,AVGO,2023,2,0.0
Wallington,Equities,AVGO,2023,2,0.0
Leeder,Equities,AVGO,2023,3,0.0
Wallington,Equities,AVGO,2023,3,0.0
Leeder,Equities,AVGO,2023,4,0.0
Wallington,Equities,AVGO,2023,4,0.0
Leeder,Equities,AVGO,2023,5,0.0
Wallington,Equities,AVGO,2023,5,0.0
Leeder,Equities,AVGO,2023,6,0.0
Wallington,Equities,AVGO,2023,6,0.0
Leeder,Equities,AVGO,2023,7,0.0
Wallington,Equities,AVGO,2023,7,0.0
Leeder,Equities,AVGO,2023,8,0.0
Wallington,Equities,AVGO,2023,8,0.0
Leeder,Equities,AVGO,2022,9,0.0
Wallington,Equities,AVGO,2022,9,0.0
Leeder,Equities,AVGO,2022,10,-46.045000000000016
Wallington,Equities,AVGO,2022,10,-46.045000000000016
Leeder,Equities,AVGO,2022,11,0.0
Wallington,Equities,AVGO,2022,11,0.0
Leeder,Equities,AVGO,2022,12,0.0
Wallington,Equities,AVGO,2022,12,0.0
Applebead,Equities,AVY,2023,1,0.0
Applebead,Equities,AVY,2023,2,0.0
Applebead,Equities,AVY,2023,3,0.0
Applebead,Equities,AVY,2023,4,0.0
Applebead,Equities,AVY,2023,5,0.0
Applebead,Equities,AVY,2023,6,0.0
Applebead,Equities,AVY,2023,7,0.0
Applebead,Equities,AVY,2023,8,0.0
Applebead,Equities,AVY,2022,9,0.0
Applebead,Equities,AVY,2022,10,-16.736999999999995
Applebead,Equities,AVY,2022,11,0.0
Applebead,Equities,AVY,2022,12,0.0
Applebead,Equities,AXP,2023,1,0.0
Whitestone,Equities,AXP,2023,1,0.0
Applebead,Equities,AXP,2023,2,0.0
Whitestone,Equities,AXP,2023,2,0.0
Applebead,Equities,AXP,2023,3,0.0
Whitestone,Equities,AXP,2023,3,0.0
Applebead,Equities,AXP,2023,4,0.0
Whitestone,Equities,AXP,2023,4,0.0
Applebead,Equities,AXP,2023,5,0.0
Whitestone,Equities,AXP,2023,5,0.0
Applebead,Equities,AXP,2023,6,0.0
Whitestone,Equities,AXP,2023,6,0.0
Applebead,Equities,AXP,2023,7,0.0
Whitestone,Equities,AXP,2023,7,0.0
Applebead,Equities,AXP,2023,8,0.0
Whitestone,Equities,AXP,2023,8,0.0
Applebead,Equities,AXP,2022,9,0.0
Whitestone,Equities,AXP,2022,9,0.0
Applebead,Equities,AXP,2022,10,-14.689000000000021
Whitestone,Equities,AXP,2022,10,-14.689000000000021
Applebead,Equities,AXP,2022,11,0.0
Whitestone,Equities,AXP,2022,11,0.0
Applebead,Equities,AXP,2022,12,0.0
Whitestone,Equities,AXP,2022,12,0.0
Leeder,Equities,AZO,2023,1,0.0
Applebead,Equities,AZO,2023,1,0.0
Whitestone,Equities,AZO,2023,1,0.0
Leeder,Equities,AZO,2023,2,0.0
Applebead,Equities,AZO,2023,2,0.0
Whitestone,Equities,AZO,2023,2,0.0
Leeder,Equities,AZO,2023,3,0.0
Applebead,Equities,AZO,2023,3,0.0
Whitestone,Equities,AZO,2023,3,0.0
Leeder,Equities,AZO,2023,4,0.0
Applebead,Equities,AZO,2023,4,0.0
Whitestone,Equities,AZO,2023,4,0.0
Leeder,Equities,AZO,2023,5,0.0
Applebead,Equities,AZO,2023,5,0.0
Whitestone,Equities,AZO,2023,5,0.0
Leeder,Equities,AZO,2023,6,0.0
Applebead,Equities,AZO,2023,6,0.0
Whitestone,Equities,AZO,2023,6,0.0
Leeder,Equities,AZO,2023,7,0.0
Applebead,Equities,AZO,2023,7,0.0
Whitestone,Equities,AZO,2023,7,0.0
Leeder,Equities,AZO,2023,8,0.0
Applebead,Equities,AZO,2023,8,0.0
Whitestone,Equities,AZO,2023,8,0.0
Leeder,Equities,AZO,2022,9,0.0
Applebead,Equities,AZO,2022,9,0.0
Whitestone,Equities,AZO,2022,9,0.0
Leeder,Equities,AZO,2022,10,-253.288
Applebead,Equities,AZO,2022,10,-253.288
Whitestone,Equities,AZO,2022,10,-253.288
Leeder,Equities,AZO,2022,11,0.0
Applebead,Equities,AZO,2022,11,0.0
Whitestone,Equities,AZO,2022,11,0.0
Leeder,Equities,AZO,2022,12,0.0
Applebead,Equities,AZO,2022,12,0.0
Whitestone,Equities,AZO,2022,12,0.0
Leeder,Equities,BA,2023,1,0.0
Catalysm,Equities,BA,2023,1,0.0
Leeder,Equities,BA,2023,2,0.0
Catalysm,Equities,BA,2023,2,0.0
Leeder,Equities,BA,2023,3,0.0
Catalysm,Equities,BA,2023,3,0.0
Leeder,Equities,BA,2023,4,0.0
Catalysm,Equities,BA,2023,4,0.0
Leeder,Equities,BA,2023,5,0.0
Catalysm,Equities,BA,2023,5,0.0
Leeder,Equities,BA,2023,6,0.0
Catalysm,Equities,BA,2023,6,0.0
Catalysm,Equities,BA,2023,7,0.0
Leeder,Equities,BA,2023,7,0.0
Leeder,Equities,BA,2023,8,0.0
Catalysm,Equities,BA,2023,8,0.0
Leeder,Equities,BA,2022,9,0.0
Catalysm,Equities,BA,2022,9,0.0
Leeder,Equities,BA,2022,10,-14.251000000000005
Catalysm,Equities,BA,2022,10,-14.251000000000005
Leeder,Equities,BA,2022,11,0.0
Catalysm,Equities,BA,2022,11,0.0
Leeder,Equities,BA,2022,12,0.0
Catalysm,Equities,BA,2022,12,0.0
Virtous,Equities,BAC,2023,1,0.0
Virtous,Equities,BAC,2023,2,0.0
Virtous,Equities,BAC,2023,3,0.0
Virtous,Equities,BAC,2023,4,0.0
Virtous,Equities,BAC,2023,5,0.0
Virtous,Equities,BAC,2023,6,0.0
Virtous,Equities,BAC,2023,7,0.0
Virtous,Equities,BAC,2023,8,0.0
Virtous,Equities,BAC,2022,9,0.0
Virtous,Equities,BAC,2022,10,-3.5319999999999965
Virtous,Equities,BAC,2022,11,0.0
Virtous,Equities,BAC,2022,12,0.0
Virtous,Equities,BALL,2023,1,0.0
Virtous,Equities,BALL,2023,2,0.0
Virtous,Equities,BALL,2023,3,0.0
Virtous,Equities,BALL,2023,4,0.0
Virtous,Equities,BALL,2023,5,0.0
Virtous,Equities,BALL,2023,6,0.0
Virtous,Equities,BALL,2023,7,0.0
Virtous,Equities,BALL,2023,8,0.0
Virtous,Equities,BALL,2022,9,0.0
Virtous,Equities,BALL,2022,10,-4.884999999999998
Virtous,Equities,BALL,2022,11,0.0
Virtous,Equities,BALL,2022,12,0.0
Leeder,Equities,BBY,2023,1,0.0
Applebead,Equities,BBY,2023,1,0.0
Trustmind,Equities,BBY,2023,1,0.0
Leeder,Equities,BBY,2023,2,0.0
Applebead,Equities,BBY,2023,2,0.0
Trustmind,Equities,BBY,2023,2,0.0
Leeder,Equities,BBY,2023,3,0.0
Applebead,Equities,BBY,2023,3,0.0
Trustmind,Equities,BBY,2023,3,0.0
Leeder,Equities,BBY,2023,4,0.0
Applebead,Equities,BBY,2023,4,0.0
Trustmind,Equities,BBY,2023,4,0.0
Leeder,Equities,BBY,2023,5,0.0
Applebead,Equities,BBY,2023,5,0.0
Trustmind,Equities,BBY,2023,5,0.0
Leeder,Equities,BBY,2023,6,0.0
Applebead,Equities,BBY,2023,6,0.0
Trustmind,Equities,BBY,2023,6,0.0
Leeder,Equities,BBY,2023,7,0.0
Applebead,Equities,BBY,2023,7,0.0
Trustmind,Equities,BBY,2023,7,0.0
Leeder,Equities,BBY,2023,8,0.0
Applebead,Equities,BBY,2023,8,0.0
Trustmind,Equities,BBY,2023,8,0.0
Leeder,Equities,BBY,2022,9,0.0
Applebead,Equities,BBY,2022,9,0.0
Trustmind,Equities,BBY,2022,9,0.0
Leeder,Equities,BBY,2022,10,-6.608000000000004
Applebead,Equities,BBY,2022,10,-6.608000000000004
Trustmind,Equities,BBY,2022,10,-6.608000000000004
Leeder,Equities,BBY,2022,11,0.0
Applebead,Equities,BBY,2022,11,0.0
Trustmind,Equities,BBY,2022,11,0.0
Leeder,Equities,BBY,2022,12,0.0
Applebead,Equities,BBY,2022,12,0.0
Trustmind,Equities,BBY,2022,12,0.0
Whitestone,Government Bond,BE0000304130,2023,1,0.0
Whitestone,Government Bond,BE0000304130,2023,2,0.0
Whitestone,Government Bond,BE0000304130,2023,3,0.0
Whitestone,Government Bond,BE0000304130,2023,4,0.0
Whitestone,Government Bond,BE0000304130,2023,5,0.0
Whitestone,Government Bond,BE0000304130,2023,6,0.0
Whitestone,Government Bond,BE0000304130,2023,7,0.0
Whitestone,Government Bond,BE0000304130,2023,8,0.0
Whitestone,Government Bond,BE0000304130,2022,9,0.0
Whitestone,Government Bond,BE0000304130,2022,10,-16.026999999999987
Whitestone,Government Bond,BE0000304130,2022,11,0.0
Whitestone,Government Bond,BE0000304130,2022,12,0.0
Gohen,Government Bond,BE0000331406,2023,1,0.0
Gohen,Government Bond,BE0000331406,2023,2,0.0
Gohen,Government Bond,BE0000331406,2023,3,0.0
Gohen,Government Bond,BE0000331406,2023,4,0.0
Gohen,Government Bond,BE0000331406,2023,5,0.0
Gohen,Government Bond,BE0000331406,2023,6,0.0
Gohen,Government Bond,BE0000331406,2023,7,0.0
Gohen,Government Bond,BE0000331406,2023,8,0.0
Gohen,Government Bond,BE0000331406,2022,9,0.0
Gohen,Government Bond,BE0000331406,2022,10,-16.394000000000005
Gohen,Government Bond,BE0000331406,2022,11,0.0
Gohen,Government Bond,BE0000331406,2022,12,0.0
Trustmind,Equities,BEN,2023,1,0.0
Trustmind,Equities,BEN,2023,2,0.0
Trustmind,Equities,BEN,2023,3,0.0
Trustmind,Equities,BEN,2023,4,0.0
Trustmind,Equities,BEN,2023,5,0.0
Trustmind,Equities,BEN,2023,6,0.0
Trustmind,Equities,BEN,2023,7,0.0
Trustmind,Equities,BEN,2023,8,0.0
Trustmind,Equities,BEN,2022,9,0.0
Trustmind,Equities,BEN,2022,10,-2.2659999999999982
Trustmind,Equities,BEN,2022,11,0.0
Trustmind,Equities,BEN,2022,12,0.0
Magnum,Equities,BG,2023,1,0.0
Catalysm,Equities,BG,2023,1,0.0
Magnum,Equities,BG,2023,2,0.0
Catalysm,Equities,BG,2023,2,0.0
Magnum,Equities,BG,2023,3,0.0
Catalysm,Equities,BG,2023,3,0.0
Magnum,Equities,BG,2023,4,0.0
Catalysm,Equities,BG,2023,4,0.0
Magnum,Equities,BG,2023,5,0.0
Catalysm,Equities,BG,2023,5,0.0
Magnum,Equities,BG,2023,6,0.0
Catalysm,Equities,BG,2023,6,0.0
Catalysm,Equities,BG,2023,7,0.0
Magnum,Equities,BG,2023,7,0.0
Magnum,Equities,BG,2023,8,0.0
Catalysm,Equities,BG,2023,8,0.0
Magnum,Equities,BG,2022,9,0.0
Catalysm,Equities,BG,2022,9,0.0
Magnum,Equities,BG,2022,10,-9.62100000000001
Catalysm,Equities,BG,2022,10,-9.62100000000001
Magnum,Equities,BG,2022,11,0.0
Catalysm,Equities,BG,2022,11,0.0
Magnum,Equities,BG,2022,12,0.0
Catalysm,Equities,BG,2022,12,0.0
Applebead,Equities,BK,2023,1,0.0
Applebead,Equities,BK,2023,2,0.0
Applebead,Equities,BK,2023,3,0.0
Applebead,Equities,BK,2023,4,0.0
Applebead,Equities,BK,2023,5,0.0
Applebead,Equities,BK,2023,6,0.0
Applebead,Equities,BK,2023,7,0.0
Applebead,Equities,BK,2023,8,0.0
Applebead,Equities,BK,2022,9,0.0
Applebead,Equities,BK,2022,10,-4.103999999999999
Applebead,Equities,BK,2022,11,0.0
Applebead,Equities,BK,2022,12,0.0
Virtous,Equities,BLK,2023,1,0.0
Virtous,Equities,BLK,2023,2,0.0
Virtous,Equities,BLK,2023,3,0.0
Virtous,Equities,BLK,2023,4,0.0
Virtous,Equities,BLK,2023,5,0.0
Virtous,Equities,BLK,2023,6,0.0
Virtous,Equities,BLK,2023,7,0.0
Virtous,Equities,BLK,2023,8,0.0
Virtous,Equities,BLK,2022,9,0.0
Virtous,Equities,BLK,2022,10,-63.22199999999998
Virtous,Equities,BLK,2022,11,0.0
Virtous,Equities,BLK,2022,12,0.0
Virtous,Equities,BMY,2023,1,0.0
Virtous,Equities,BMY,2023,2,0.0
Virtous,Equities,BMY,2023,3,0.0
Virtous,Equities,BMY,2023,4,0.0
Virtous,Equities,BMY,2023,5,0.0
Virtous,Equities,BMY,2023,6,0.0
Virtous,Equities,BMY,2023,7,0.0
Virtous,Equities,BMY,2023,8,0.0
Virtous,Equities,BMY,2022,9,0.0
Virtous,Equities,BMY,2022,10,-7.555999999999997
Virtous,Equities,BMY,2022,11,0.0
Virtous,Equities,BMY,2022,12,0.0
Catalysm,Equities,BR,2023,1,0.0
Applebead,Equities,BR,2023,1,0.0
Catalysm,Equities,BR,2023,2,0.0
Applebead,Equities,BR,2023,2,0.0
Catalysm,Equities,BR,2023,3,0.0
Applebead,Equities,BR,2023,3,0.0
Catalysm,Equities,BR,2023,4,0.0
Applebead,Equities,BR,2023,4,0.0
Catalysm,Equities,BR,2023,5,0.0
Applebead,Equities,BR,2023,5,0.0
Catalysm,Equities,BR,2023,6,0.0
Applebead,Equities,BR,2023,6,0.0
Catalysm,Equities,BR,2023,7,0.0
Applebead,Equities,BR,2023,7,0.0
Catalysm,Equities,BR,2023,8,0.0
Applebead,Equities,BR,2023,8,0.0
Catalysm,Equities,BR,2022,9,0.0
Applebead,Equities,BR,2022,9,0.0
Catalysm,Equities,BR,2022,10,-14.783999999999992
Applebead,Equities,BR,2022,10,-14.783999999999992
Catalysm,Equities,BR,2022,11,0.0
Applebead,Equities,BR,2022,11,0.0
Catalysm,Equities,BR,2022,12,0.0
Applebead,Equities,BR,2022,12,0.0
Whitestone,Equities,BSX,2023,1,0.0
Whitestone,Equities,BSX,2023,2,0.0
Whitestone,Equities,BSX,2023,3,0.0
Whitestone,Equities,BSX,2023,4,0.0
Whitestone,Equities,BSX,2023,5,0.0
Whitestone,Equities,BSX,2023,6,0.0
Whitestone,Equities,BSX,2023,7,0.0
Whitestone,Equities,BSX,2023,8,0.0
Whitestone,Equities,BSX,2022,9,0.0
Whitestone,Equities,BSX,2022,10,-4.311
Whitestone,Equities,BSX,2022,11,0.0
Whitestone,Equities,BSX,2022,12,0.0
Virtous,Equities,BXP,2023,1,0.0
Virtous,Equities,BXP,2023,2,0.0
Virtous,Equities,BXP,2023,3,0.0
Virtous,Equities,BXP,2023,4,0.0
Virtous,Equities,BXP,2023,5,0.0
Virtous,Equities,BXP,2023,6,0.0
Virtous,Equities,BXP,2023,7,0.0
Virtous,Equities,BXP,2023,8,0.0
Virtous,Equities,BXP,2022,9,0.0
Virtous,Equities,BXP,2022,10,-6.908999999999992
Virtous,Equities,BXP,2022,11,0.0
Virtous,Equities,BXP,2022,12,0.0
Leeder,Equities,C,2023,1,0.0
Leeder,Equities,C,2023,2,0.0
Leeder,Equities,C,2023,3,0.0
Leeder,Equities,C,2023,4,0.0
Leeder,Equities,C,2023,5,0.0
Leeder,Equities,C,2023,6,0.0
Leeder,Equities,C,2023,7,0.0
Leeder,Equities,C,2023,8,0.0
Leeder,Equities,C,2022,9,0.0
Leeder,Equities,C,2022,10,-4.390000000000001
Leeder,Equities,C,2022,11,0.0
Leeder,Equities,C,2022,12,0.0
Virtous,Government Bond,CA135087B949,2023,1,0.0
Virtous,Government Bond,CA135087B949,2023,2,0.0
Virtous,Government Bond,CA135087B949,2023,3,0.0
Virtous,Government Bond,CA135087B949,2023,4,0.0
Virtous,Government Bond,CA135087B949,2023,5,0.0
Virtous,Government Bond,CA135087B949,2023,6,0.0
Virtous,Government Bond,CA135087B949,2023,7,0.0
Virtous,Government Bond,CA135087B949,2023,8,0.0
Virtous,Government Bond,CA135087B949,2022,9,0.0
Virtous,Government Bond,CA135087B949,2022,10,-15.852000000000004
Virtous,Government Bond,CA135087B949,2022,11,0.0
Virtous,Government Bond,CA135087B949,2022,12,0.0
Gohen,Government Bond,CA135087G997,2023,1,0.0
Gohen,Government Bond,CA135087G997,2023,2,0.0
Gohen,Government Bond,CA135087G997,2023,3,0.0
Gohen,Government Bond,CA135087G997,2023,4,0.0
Gohen,Government Bond,CA135087G997,2023,5,0.0
Gohen,Government Bond,CA135087G997,2023,6,0.0
Gohen,Government Bond,CA135087G997,2023,7,0.0
Gohen,Government Bond,CA135087G997,2023,8,0.0
Gohen,Government Bond,CA135087G997,2022,9,0.0
Gohen,Government Bond,CA135087G997,2022,10,-13.152999999999992
Gohen,Government Bond,CA135087G997,2022,11,0.0
Gohen,Government Bond,CA135087G997,2022,12,0.0
Virtous,Government Bond,CA135087K940,2023,1,0.0
Gohen,Government Bond,CA135087K940,2023,1,0.0
